id,prompt,intent,task_type,reasoning_chain_detected,d1,d2,d3,d4,d5,complexity_score,tier,complexity,original_complexity,research_signals,confidence,low_confidence_flag,task_description,expected_answer,prompting_techniques,prompt_type,phrasing_style,domain,source
aug_v3_boundary_t3_016,"Analyze DevOps release governance. Use the provided context about failed deployments, rollback policy, and SRE escalation. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""devops""]",,False,T3 boundary case for DevOps release governance,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_017,"Analyze DevOps release governance. Use the provided context about failed deployments, rollback policy, and SRE escalation. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for DevOps release governance,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_017,"Analyze DevOps release governance. Use the provided context about failed deployments, rollback policy, and SRE escalation. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""devops""]",,False,T3 boundary case for DevOps release governance,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_018,"Analyze DevOps release governance. Use the provided context about failed deployments, rollback policy, and SRE escalation. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for DevOps release governance,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_018,"Analyze DevOps release governance. Use the provided context about failed deployments, rollback policy, and SRE escalation. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""devops""]",,False,T3 boundary case for DevOps release governance,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_019,"Analyze customer support GenAI. Use the provided context about retention policy, hallucination reports, and quality review. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for customer support GenAI,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_019,"Analyze customer support GenAI. Use the provided context about retention policy, hallucination reports, and quality review. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""ai_governance"", ""security""]",,False,T3 boundary case for customer support GenAI,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_020,"Analyze customer support GenAI. Use the provided context about retention policy, hallucination reports, and quality review. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for customer support GenAI,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_020,"Analyze customer support GenAI. Use the provided context about retention policy, hallucination reports, and quality review. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""ai_governance"", ""security""]",,False,T3 boundary case for customer support GenAI,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_021,"Analyze customer support GenAI. Use the provided context about retention policy, hallucination reports, and quality review. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for customer support GenAI,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_021,"Analyze customer support GenAI. Use the provided context about retention policy, hallucination reports, and quality review. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""ai_governance"", ""security""]",,False,T3 boundary case for customer support GenAI,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_022,"Analyze API integration migration. Use the provided context about MuleSoft mappings, SAP records, and retry handling. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for API integration migration,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_022,"Analyze API integration migration. Use the provided context about MuleSoft mappings, SAP records, and retry handling. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""system_integration""]",,False,T3 boundary case for API integration migration,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_023,"Analyze API integration migration. Use the provided context about MuleSoft mappings, SAP records, and retry handling. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for API integration migration,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_023,"Analyze API integration migration. Use the provided context about MuleSoft mappings, SAP records, and retry handling. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""system_integration""]",,False,T3 boundary case for API integration migration,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_024,"Analyze API integration migration. Use the provided context about MuleSoft mappings, SAP records, and retry handling. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for API integration migration,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_024,"Analyze API integration migration. Use the provided context about MuleSoft mappings, SAP records, and retry handling. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""system_integration""]",,False,T3 boundary case for API integration migration,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_025,"Analyze market entry comparison. Use the provided context about pricing signals, competitors, and channel assumptions. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for market entry comparison,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_025,"Analyze market entry comparison. Use the provided context about pricing signals, competitors, and channel assumptions. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""market_research"", ""competitive_analysis""]",,False,T3 boundary case for market entry comparison,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_026,"Analyze market entry comparison. Use the provided context about pricing signals, competitors, and channel assumptions. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for market entry comparison,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_026,"Analyze market entry comparison. Use the provided context about pricing signals, competitors, and channel assumptions. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""market_research"", ""competitive_analysis""]",,False,T3 boundary case for market entry comparison,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_027,"Analyze market entry comparison. Use the provided context about pricing signals, competitors, and channel assumptions. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for market entry comparison,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_027,"Analyze market entry comparison. Use the provided context about pricing signals, competitors, and channel assumptions. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""market_research"", ""competitive_analysis""]",,False,T3 boundary case for market entry comparison,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_028,"Analyze audit evidence workflow. Use the provided context about SOX evidence, control owners, and exception aging. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for audit evidence workflow,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
